iter	Logloss
254	0.3881181752
255	0.387668965
256	0.3873265663
257	0.3867911108
258	0.3862229815
259	0.3855685595
260	0.3851982022
261	0.3846814647
262	0.3841966902
263	0.3838227077
264	0.383196505
265	0.3826567135
266	0.3822312444
267	0.3819253104
268	0.381504201
269	0.3809022607
270	0.3803578726
271	0.3799625183
272	0.3793892712
273	0.3789800798
274	0.3784967268
275	0.3780469717
276	0.3774869931
277	0.3768404848
278	0.3760588984
279	0.3756953648
280	0.3753076636
281	0.3746775752
282	0.3740847333
283	0.3736466118
284	0.3732938589
285	0.3728591019
286	0.3724464748
287	0.3719073941
288	0.3709929093
289	0.3704193779
290	0.3697242026
291	0.3692237428
292	0.3689344418
293	0.3684946854
294	0.3681806008
295	0.3677221263
296	0.3672881985
297	0.366718695
298	0.3663204027
299	0.3659581723
300	0.3654865241
301	0.3650538285
302	0.3645767781
303	0.3641232793
304	0.3636042909
305	0.3628458532
306	0.362419626
307	0.3622511159
308	0.3619729984
309	0.3613038863
310	0.3609610137
311	0.3605556843
312	0.3600714547
313	0.3597291271
314	0.3590194986
315	0.3584740206
316	0.3581750763
317	0.3577947202
318	0.357303027
319	0.3569161077
320	0.3562526347
321	0.3559158041
322	0.3556204375
323	0.3552310541
324	0.3546678294
325	0.3540531893
326	0.3536667676
327	0.3533994781
328	0.3530026311
329	0.3526325107
330	0.3522461838
331	0.3518770111
332	0.351510042
333	0.3511700364
334	0.3506384903
335	0.350164449
336	0.3498143498
337	0.3493186524
338	0.3489263546
339	0.3484760308
340	0.3479967295
341	0.3475733218
342	0.3471535155
343	0.3465863103
344	0.3460656871
345	0.3458160969
346	0.3455505371
347	0.3447184118
348	0.3445380075
349	0.344350258
350	0.3439452367
351	0.3434534014
352	0.3432072468
353	0.3428736622
354	0.3424458237
355	0.3420032478
356	0.3415853844
357	0.3413180713
358	0.3408001254
359	0.3404268537
360	0.3399718148
361	0.3390349631
362	0.3386049922
363	0.3383131086
364	0.3376978051
365	0.3372883293
366	0.3369556451
367	0.3367441782
368	0.3362485044
369	0.3359828499
370	0.3354160949
371	0.3349665766
372	0.3343776442
373	0.3338814256
374	0.3336170741
375	0.3333651857
376	0.3329589796
377	0.3327595492
378	0.33236519
379	0.3320081249
380	0.3317834131
381	0.3314271773
382	0.3311691047
383	0.330268386
384	0.3300170898
385	0.3295896542
386	0.329049531
387	0.3288201042
388	0.3285703007
389	0.3283868162
390	0.3279746156
391	0.3276568585
392	0.3273363291
393	0.3270510324
394	0.3267583906
395	0.3263238232
396	0.3259103668
397	0.325537261
398	0.3250716547
399	0.3249562423
400	0.3245429756
401	0.3242128266
402	0.3238491035
403	0.3234887449
404	0.3231325327
405	0.322796555
406	0.3223633855
407	0.3219477731
408	0.3216243768
409	0.3212410589
410	0.3208034586
411	0.3204035078
412	0.320071795
413	0.3197078349
414	0.3193555086
415	0.3191188315
416	0.3188616356
417	0.3186598594
418	0.3181732367
419	0.3176597927
420	0.3173418934
421	0.3170629466
422	0.3167668455
423	0.3164821648
424	0.3161251945
425	0.3157818717
426	0.3155368544
427	0.3150269408
428	0.3145973964
429	0.3143245626
430	0.3139209866
431	0.3136040587
432	0.3130609264
433	0.3128419722
434	0.3125957939
435	0.3122538928
436	0.3118175009
437	0.3115676738
438	0.3111807782
439	0.3106693244
440	0.3100577645
441	0.3097826324
442	0.3094070861
443	0.3091273337
444	0.3085344682
445	0.308359774
446	0.3078453348
447	0.3074284192
448	0.3070645777
449	0.3066847902
450	0.3063500683
451	0.306054915
452	0.3053889541
453	0.304907473
454	0.3045022621
455	0.3041858081
456	0.3035962123
457	0.3032330341
458	0.30276231
459	0.3024917508
460	0.3019576695
461	0.3017103776
462	0.3015167995
463	0.3010432083
464	0.3006004191
465	0.300196772
466	0.2998055405
467	0.2993105776
468	0.2988567708
469	0.2979053947
470	0.2976661113
471	0.2971866442
472	0.2970108838
473	0.2964817782
474	0.2962514273
475	0.2958257924
476	0.2954360772
477	0.2951320151
478	0.2948690853
479	0.2945417321
480	0.2942882088
481	0.293962609
482	0.2935641745
483	0.2933013869
484	0.2929141122
485	0.2925935117
486	0.2922319211
487	0.2920053849
488	0.2912759722
489	0.2910329215
490	0.2908758317
491	0.2905754421
492	0.2900025267
493	0.2897046012
494	0.2894347292
495	0.289135074
496	0.2888058017
497	0.2884513902
498	0.2880798245
499	0.2877028803
500	0.2874863429
501	0.2872874337
502	0.2868295989
503	0.2863409386
504	0.2860288442
505	0.2855559165
506	0.2853626701
507	0.2850165989
508	0.2847715105
509	0.2844681118
510	0.2840792496
511	0.2836438292
512	0.2832477878
513	0.2830362261
514	0.2826631439
515	0.2823543667
516	0.28214861
517	0.281902408
518	0.2816615845
519	0.2811349194
520	0.2809057058
521	0.2805191182
522	0.2801320331
523	0.2798176167
524	0.2796083059
525	0.2793464661
526	0.2790533978
527	0.2787293144
528	0.2782665276
529	0.2778109201
530	0.277320767
531	0.2770311344
532	0.2767444397
533	0.2763763096
534	0.2761311501
535	0.2759761455
536	0.2755587086
537	0.2750444116
538	0.2745175095
539	0.2743213488
540	0.2740366918
541	0.273587529
542	0.2733215901
543	0.2727589104
544	0.2723637456
545	0.2720640194
546	0.2714424133
547	0.2709056309
548	0.2706976944
549	0.2705013678
550	0.2701234995
551	0.2696498136
552	0.269169612
553	0.2687408021
554	0.2684020522
555	0.2680365995
556	0.2677132506
557	0.2674600826
558	0.2671811122
559	0.2668931854
560	0.2667234906
561	0.2664626696
562	0.2661804768
563	0.265807134
564	0.2656030596
565	0.2653895313
566	0.2650515396
567	0.2648264725
568	0.2646784101
569	0.2644559493
570	0.2642707588
571	0.2641059449
572	0.2638482988
573	0.2634254124
574	0.2631839255
575	0.2629393347
576	0.262668349
577	0.2623235809
578	0.2620927799
579	0.261788078
580	0.2613759959
581	0.2611547908
582	0.2606777878
583	0.2601719732
584	0.2597211044
585	0.2593919268
586	0.2590065239
587	0.2588172344
588	0.2582922041
589	0.2580206498
590	0.2576224286
591	0.2572497729
592	0.2569002424
593	0.2565451201
594	0.2564451561
595	0.2561902585
596	0.2560096409
597	0.2556504907
598	0.2554025117
599	0.2551258158
600	0.2546526512
601	0.2543439924
602	0.2538989049
603	0.2536446945
604	0.2533248048
605	0.252807712
606	0.2526246776
607	0.2523152369
608	0.2520645568
609	0.2515844025
610	0.2513701161
611	0.2509612089
612	0.250702236
613	0.2503736034
614	0.2501175685
615	0.2497938405
616	0.2494613458
617	0.249090562
618	0.2483867385
619	0.2479199475
620	0.247654056
621	0.2470950962
622	0.2468413359
623	0.2463764167
624	0.2460490635
625	0.2458360091
626	0.2455305964
627	0.2452313678
628	0.2449865874
629	0.2446756067
630	0.2442569614
631	0.2438683599
632	0.2435966634
633	0.2434241016
634	0.2431591816
635	0.2427167715
636	0.2424523016
637	0.2421035056
638	0.2417272011
639	0.2413814853
640	0.2412540602
641	0.240983501
642	0.2407536951
643	0.2405886917
644	0.2400705089
645	0.2398092613
646	0.2394374113
647	0.2390937805
648	0.2388703246
649	0.2385569033
650	0.2383747693
651	0.2381542988
652	0.2379008228
653	0.2374162141
654	0.237062703
655	0.2368610927
656	0.2362585601
657	0.2359178673
658	0.235708675
659	0.2354132137
660	0.2352096842
661	0.2348941305
662	0.2346886108
663	0.234398599
664	0.2340841353
665	0.2337668757
666	0.2335301749
667	0.2332652311
668	0.233056797
669	0.2327373813
670	0.2325297764
671	0.2323541582
672	0.232116794
673	0.2318596218
674	0.2316334174
675	0.2312854269
676	0.2310886265
677	0.2306737011
678	0.230334122
679	0.2300609802
680	0.2296681848
681	0.2294067004
682	0.2292080755
683	0.2289428237
684	0.2286612469
685	0.2283785802
686	0.2282500415
687	0.2277737019
688	0.2274739994
689	0.2272109038
690	0.2269357717
691	0.2265844878
692	0.226355298
693	0.22615691
694	0.2258654766
695	0.2256233737
696	0.2254872056
697	0.2252083062
698	0.224981154
699	0.2246200609
700	0.2242458888
701	0.2239840964
702	0.2237365675
703	0.2231741011
704	0.2230118461
705	0.2227337049
706	0.2224969805
707	0.2222729322
708	0.2219418354
709	0.2215196598
710	0.2212113564
711	0.2209995815
712	0.2208749996
713	0.2205734727
714	0.2201450893
715	0.2198235411
716	0.2196285177
717	0.2194476394
718	0.2192031671
719	0.2189318497
720	0.2186319576
721	0.2184086675
722	0.2181896897
723	0.2180286668
724	0.2178485231
725	0.2175059348
726	0.2172348307
727	0.2168319892
728	0.2165209847
729	0.2162604954
730	0.2159358907
731	0.2157591352
732	0.2155578092
733	0.21534729
734	0.2151268906
735	0.2147965994
736	0.2145599697
737	0.21435336
738	0.2140922783
739	0.2137460886
740	0.2134516698
741	0.2132071738
742	0.2129114281
743	0.2124035284
744	0.2122208732
745	0.2120167987
746	0.2117307675
747	0.2115293467
748	0.2113040427
749	0.2109027175
750	0.2106759445
751	0.210265829
752	0.2101442799
753	0.2099707941
754	0.2098082548
755	0.2095875947
756	0.2094403379
757	0.2091598511
758	0.2088231626
759	0.2087058073
760	0.2085633841
761	0.2082765946
762	0.208014352
763	0.207816509
764	0.2074874499
765	0.2072567199
766	0.20685639
767	0.2066749904
768	0.2064129373
769	0.2061759996
770	0.2059544155
771	0.2057694619
772	0.2055163176
773	0.2053233792
774	0.2051742506
775	0.2049950546
776	0.2047440665
777	0.2044909933
778	0.2041861256
779	0.2039891829
780	0.2037655137
781	0.2033341686
782	0.203117418
783	0.2029332226
784	0.202555923
785	0.2023649986
786	0.2020696557
787	0.2018137393
788	0.2015447202
789	0.2012708439
790	0.2010199505
791	0.2008639744
792	0.2006533131
793	0.2004287435
794	0.2001872803
795	0.1999858833
796	0.1995367441
797	0.1992335823
798	0.1990604282
799	0.198619416
800	0.198251049
801	0.1980330544
802	0.1978152731
803	0.1975871969
804	0.1973959171
805	0.197096878
806	0.1968867616
807	0.1966850802
808	0.196350536
809	0.1961404907
810	0.1957841008
811	0.1955931409
812	0.1951874798
813	0.194973762
814	0.1947185208
815	0.1945173489
816	0.1942356418
817	0.1941440772
818	0.1939557235
819	0.1936979708
820	0.1933906271
821	0.1930962083
822	0.1928033296
823	0.1925485978
824	0.192350435
825	0.1921466211
826	0.1919991156
827	0.1917038793
828	0.191412671
829	0.1911845948
830	0.191004143
831	0.1908040017
832	0.1904999158
833	0.1903230892
834	0.1901094543
835	0.1899203069
836	0.1897828949
837	0.1895901816
838	0.1895045168
839	0.1892320266
840	0.1890137714
841	0.1888594065
842	0.1884891439
843	0.1882862778
844	0.1880487478
845	0.1878308006
846	0.187619156
847	0.1874920863
848	0.1872619013
849	0.1870304013
850	0.1868175957
851	0.1866655172
852	0.1864656484
853	0.1863031091
854	0.186059158
855	0.1857735059
856	0.1855421362
857	0.1852812678
858	0.1851399819
859	0.1850031385
860	0.1847656321
861	0.1845392263
862	0.1843438237
863	0.1841562875
864	0.1839298462
865	0.1836452958
866	0.1834231193
867	0.1832915004
868	0.1830364843
869	0.1828590772
870	0.1826914675
871	0.1824004606
872	0.1821298422
873	0.1818983185
874	0.181667245
875	0.1813960223
876	0.1812470714
877	0.1810606607
878	0.1808761573
879	0.1806081807
880	0.1804508067
881	0.180217269
882	0.1799291054
883	0.1797410953
884	0.1795386557
885	0.1793017772
886	0.1791612376
887	0.1790470218
888	0.1788302119
889	0.1786245026
890	0.1785398211
891	0.1783680886
892	0.1782321338
893	0.1780754824
894	0.1777531168
895	0.1775768825
896	0.1773941087
897	0.1772361424
898	0.17711887
899	0.1769262634
900	0.1768032453
901	0.1766432768
902	0.1764173093
903	0.1762715452
904	0.1759815808
905	0.1758232591
906	0.1756792957
907	0.1754451894
908	0.1752440411
909	0.1750908372
910	0.1750004217
911	0.1747631879
912	0.1745645748
913	0.174412212
914	0.1742825834
915	0.1740783905
916	0.1738703236
917	0.1737275212
918	0.1735011154
919	0.1732568208
920	0.1730148718
921	0.1727463385
922	0.1725488746
923	0.1723671789
924	0.1721660661
925	0.1719624893
926	0.1717924864
927	0.1716004484
928	0.1713884602
929	0.1711156857
930	0.1708841738
931	0.1707498065
932	0.1706355788
933	0.1704536817
934	0.1702202744
935	0.1700857174
936	0.1699533759
937	0.169787247
938	0.1695776163
939	0.1694496107
940	0.1692849627
941	0.1691055535
942	0.1689539133
943	0.1687740065
944	0.1686032218
945	0.1684726928
946	0.1683045618
947	0.1681757269
948	0.1680393693
949	0.1678349513
950	0.1676978828
951	0.1675354383
952	0.1674055253
953	0.1672874356
954	0.1671445148
955	0.166914235
956	0.16676359
957	0.1665899383
958	0.1663848924
959	0.166199228
960	0.1660587003
961	0.1658777983
962	0.1656739016
963	0.1655061378
964	0.1653320715
965	0.1651517975
966	0.1650388019
967	0.1648554595
968	0.1646771638
969	0.1645688359
970	0.1643843917
971	0.1642414117
972	0.1639637207
973	0.1637938245
974	0.1636332399
975	0.1634372924
976	0.1632848941
977	0.1631606321
978	0.1629313949
979	0.1627768996
980	0.1624050851
981	0.1622172646
982	0.1619664423
983	0.1617715018
984	0.1615667284
985	0.1612524897
986	0.1611684716
987	0.1609515788
988	0.1607743139
989	0.1605807358
990	0.1604729646
991	0.1602633458
992	0.1601872415
993	0.160048467
994	0.1598676362
995	0.1596745438
996	0.1595436238
997	0.1593851836
998	0.1591780289
999	0.1590246473
